time,sp3,sp4
0.0,0.01638871365473997,0.019319819616597126
1e-05,0.02008911690580285,0.01578248901256224
2e-05,0.01960890139366819,0.017905641583212506
3.0000000000000004e-05,0.015041951645280476,0.015397480837394645
4e-05,0.018789791265332968,0.01601915322241372
5e-05,0.014764389855892516,0.013049912343069901
6.000000000000001e-05,0.014115388690565105,0.011562427264053092
7.000000000000001e-05,0.009022535871663583,0.01580742219483125
8e-05,0.012861287622729773,0.011724135900522332
9e-05,0.011797376675117145,0.008722899790018388
0.0001,0.010943812754432432,0.006314222220145602
0.00011,0.015308767327614485,0.006413450442591215
0.00012000000000000002,0.00816307189947302,0.007416725472375294
0.00013000000000000002,0.012306436324478526,0.007782636399676427
0.00014000000000000001,0.006789868079446655,0.00975703944031453
0.00015000000000000001,0.010282533807227986,0.00785549605692362
0.00016,0.009835114637808643,0.011130604704970548
0.00017,0.012380039557026136,0.004562444636222967
0.00018,0.010885443404156332,0.006324934387209638
0.00019,0.008283978514415095,0.0018237086366693664
0.0002,0.006612210981471892,0.003257577574743981
0.00021,0.008294278742540412,0.00672424889276815
0.00022,0.0021913475052243708,0.004259495841791312
0.00023,0.008302267235766004,0.00367317151361358
0.00024000000000000003,0.00725012351332577,0.004512313774770904
0.00025,0.0062232312700231385,0.0030504145630678562
0.00026000000000000003,0.002868426406848342,0.0011518682723151955
0.00027,0.0064950929538299465,0.0032538358447391576
0.00028000000000000003,0.0045867012758850426,0.0022045609291818868
0.00029,0.004052689688173912,0.005000346186793465
0.00030000000000000003,0.0038034366920662336,9.463163551910432e-05
0.00031,0.005783155734585743,0.0022525338684649993
0.00032,0.004191232527050214,0.005777396230578815
0.00033000000000000005,0.003930193785722676,0.0030540198041023817
0.00034,0.0014662795247318127,0.001962120590309915
0.00035000000000000005,0.00490560220991519,-0.0007722325693808509
0.00036,0.003959967272549992,0.0024872087875181894
0.00037000000000000005,0.0035215846026138468,0.0043159142208300996
0.00038,0.003997332144669138,0.005161403114570218
0.00039000000000000005,0.001239140458200701,0.0024473667650814174
0.0004,0.00330123591240297,1.285664778817629e-05
0.00041000000000000005,0.004958681751283291,0.006781250858102647
0.00042,0.0029333484394970934,0.0031263886673525212
0.00043000000000000004,0.0030648011126245497,0.000676846332660952
0.00044,-0.0008105811404027501,0.0006827914835900164
0.00045000000000000004,-1.1410882285058706e-05,0.005495039041086199
0.00046,0.002489848815258158,0.0013892684647547307
0.00047000000000000004,0.004451527732580013,-0.00016667431561782345
0.00048000000000000007,0.0010978211442101689,0.002209874121423863
0.0004900000000000001,0.004652180848155491,0.00307496446520645
0.0005,0.0030587437872425793,0.002226481004976636
0.00051,0.003333975965723133,0.0024728457942514302
0.0005200000000000001,0.0004485491318783328,0.002161520476835433
0.0005300000000000001,0.0003393224130765183,0.002231783262888217
0.00054,0.0015064868851164034,0.007148996101057287
0.00055,0.0023716387152523735,-0.0007373343054884562
0.0005600000000000001,0.0021689836605991264,0.003111021987539631
