time,sp3,sp4
0.0,0.01638871365473997,0.019319819616597126
1e-05,0.020089116905802857,0.01578248901256224
2e-05,0.019608901393668197,0.01790564158321251
3.0000000000000004e-05,0.01504195164528048,0.015397480837394648
4e-05,0.018789791265332974,0.016019153222413728
5e-05,0.014764389855892521,0.013049912343069903
6.000000000000001e-05,0.014115388690565112,0.011562427264053095
7.000000000000001e-05,0.009022535871663588,0.015807422194831253
8e-05,0.012861287622729778,0.011724135900522337
9e-05,0.01179737667511715,0.008722899790018395
0.0001,0.010943812754432437,0.006314222220145609
0.00011,0.015308767327614492,0.006413450442591222
0.00012000000000000002,0.008163071899473026,0.007416725472375301
0.00013000000000000002,0.012306436324478535,0.007782636399676435
0.00014000000000000001,0.006789868079446664,0.00975703944031454
0.00015000000000000001,0.010282533807227996,0.00785549605692363
0.00016,0.009835114637808656,0.01113060470497056
0.00017,0.012380039557026148,0.004562444636222979
0.00018,0.010885443404156345,0.0063249343872096506
0.00019,0.008283978514415107,0.0018237086366693776
0.0002,0.006612210981471904,0.003257577574743992
0.00021,0.008294278742540425,0.006724248892768161
0.00022,0.0021913475052243846,0.004259495841791324
0.00023,0.008302267235766016,0.0036731715136135903
0.00024000000000000003,0.007250123513325782,0.0045123137747709145
0.00025,0.006223231270023151,0.0030504145630678666
0.00026000000000000003,0.002868426406848354,0.0011518682723152059
0.00027,0.0064950929538299595,0.0032538358447391676
0.00028000000000000003,0.004586701275885057,0.0022045609291818976
0.00029,0.004052689688173927,0.005000346186793476
0.00030000000000000003,0.0038034366920662475,9.46316355191143e-05
0.00031,0.005783155734585757,0.0022525338684650092
0.00032,0.004191232527050227,0.005777396230578824
0.00033000000000000005,0.003930193785722691,0.0030540198041023904
0.00034,0.0014662795247318279,0.001962120590309924
0.00035000000000000005,0.004905602209915204,-0.0007722325693808423
0.00036,0.003959967272550007,0.002487208787518198
0.00037000000000000005,0.0035215846026138615,0.004315914220830108
0.00038,0.003997332144669153,0.005161403114570227
0.00039000000000000005,0.0012391404582007158,0.0024473667650814256
0.0004,0.003301235912402985,1.2856647788184964e-05
0.00041000000000000005,0.004958681751283306,0.006781250858102656
0.00042,0.002933348439497108,0.003126388667352529
0.00043000000000000004,0.0030648011126245644,0.0006768463326609594
0.00044,-0.0008105811404027362,0.0006827914835900238
0.00045000000000000004,-1.1410882285044829e-05,0.005495039041086206
0.00046,0.002489848815258171,0.0013892684647547385
0.00047000000000000004,0.004451527732580026,-0.0001666743156178152
0.00048000000000000007,0.0010978211442101828,0.0022098741214238715
0.0004900000000000001,0.004652180848155505,0.0030749644652064588
0.0005,0.003058743787242593,0.0022264810049766447
0.00051,0.0033339759657231463,0.0024728457942514385
0.0005200000000000001,0.00044854913187834626,0.002161520476835442
0.0005300000000000001,0.0003393224130765317,0.002231783262888226
0.00054,0.0015064868851164168,0.007148996101057296
0.00055,0.002371638715252387,-0.0007373343054884471
0.0005600000000000001,0.00216898366059914,0.0031110219875396397
0.0005700000000000001,0.005771996412803095,0.0008947667705050425
0.00058,-0.0007498938576131751,0.003708887246400246
0.00059,-0.00035498693046385294,0.0012045917411529963
0.0006000000000000001,0.0018835814845423442,0.0019394508490361226
0.0006100000000000001,0.003770957182274588,0.0007133719082477296
0.00062,0.0018400194368219784,0.002054115042021647
0.00063,0.002682435396807449,0.002280405417111919
0.00064,0.0032518086618247297,0.0037745949709859805
0.0006500000000000001,0.0031623177873135564,0.002996312614136891
0.0006600000000000001,-0.0007895379020673244,0.0021918758189781945
0.00067,0.003332311840004293,0.003551628501039141
0.00068,0.0009874459699219101,0.0007780345860444677
0.0006900000000000001,0.0012232012048766698,0.0031713445240501162
0.0007000000000000001,0.004438773428414116,0.0012860325041913064
0.00071,0.00418685457020151,0.0023503770866097943
0.00072,0.0021225488055357086,0.0016831392870857546
0.0007300000000000001,0.0038647722560310356,0.0027595763200825127
0.0007400000000000001,0.006923839609231612,0.00040650443867850045
0.00075,0.0034092165205975183,0.001055102539506188
0.00076,0.0006354269708514456,0.002094336838927174
0.0007700000000000001,0.0026498383402446535,0.00795499861548838
0.0007800000000000001,0.0020081023673221812,-0.0001391134317655653
0.00079,0.0029237899031830062,-0.0020254329537588707
0.0008,0.002195330710559809,0.0021585099303204117
0.0008100000000000001,0.003970011241776801,0.00407632395825444
0.0008200000000000001,0.0013753182424092118,0.0018304781811138262
0.0008300000000000001,0.0008519352144329667,-0.00012178658421671627
0.00084,0.0030057508263629466,-0.00041019569621888845
0.0008500000000000001,0.0015585503440820338,0.00014926799571551548
0.0008600000000000001,0.0034890661623145193,0.0057451194395781065
0.0008700000000000001,-0.0002115328693419842,-0.0015611323894547204
0.00088,0.00214385580088944,0.0021789467997263582
0.0008900000000000001,0.0028329738429773905,0.0012575574493822333
0.0009000000000000001,0.0019964379287844606,0.0028878666113760186
0.0009100000000000001,0.004480672091659733,-0.0017546049543841744
0.00092,0.0016640548743577896,0.0025857559481607204
0.00093,0.0005681321361954859,0.005623121910373138
0.0009400000000000001,0.001135440067293959,0.002080839645023468
0.0009500000000000001,0.0035205023656805353,0.0009834955079907888
0.0009600000000000001,-0.0012824685420224531,0.0013113934341950312
0.00097,0.004471797438865794,0.0014975466444835696
0.0009800000000000002,0.0007223044021068905,0.004025312434167803
0.00099,0.0017558964484161639,0.0011562739370727694
0.001,0.0027186469896461106,0.0037207197133883423
0.00101,0.0071854646652448895,0.0038363111897862937
0.00102,0.004744033532713764,0.0011725219970568227
0.00103,0.0003749456650514347,0.0023117280628320836
0.0010400000000000001,0.0026433614132385258,3.264622171454288e-05
0.0010500000000000002,0.0020807828762680384,0.0029909084604201005
0.0010600000000000002,0.003154519007788803,0.0032034455811794987
0.00107,0.0030180312238768537,0.0011834441039913581
0.00108,0.0014106787055094632,-0.00019785501735613935
0.00109,0.006010416311078641,0.0022295295597060194
0.0011,0.0019935539426194017,0.000347620312421773
0.00111,0.008316976732347298,6.111855472530625e-05
0.0011200000000000001,0.0015903725381739343,0.0030420128484238453
0.0011300000000000001,0.0036509079356248112,0.00412876217682396
0.0011400000000000002,0.0060681183780611474,0.0032277665292592085
0.0011500000000000002,0.00034326447836531375,0.0017041083149140737
0.00116,0.0030734205311360903,0.006356992128721475
0.00117,-0.00033542081739500575,0.004628228614201828
0.00118,0.0028224575479780115,0.003901266257956772
